source_id,name_he,name_en,url,publisher,category,subcategory,legal_domains,primary_or_secondary,official,access,commercial,historical_coverage,content_types,full_text,metadata_availability,search_available,api_available,api_type,feeds,formats,bulk_download,auth_required,paywall,captcha,robots_policy,terms_status,license_status,rag_permission,update_frequency,last_observed_update,hebrew_quality,stability,reliability_score,authority_score,legal_risk,technical_difficulty,priority_recommendation,recommended_ingestion,verified,example_documents,notes,current_integration_status,owner,validation_source,last_reviewed
LSR-099,מאגר חברות - רשם החברות (ica_companies),Israeli Companies Registry Extract (Registrar of Companies),https://data.gov.il/dataset/ica_companies,משרד המשפטים - רשות התאגידים (Ministry of Justice - Israeli Corporations Authority),D-regulators,companies registry,corporate; commercial; insolvency; due-diligence,primary,true,open,allowed (open license),full current registry snapshot incl. registration dates back to Mandate-era companies; liquidation/dissolution status,structured registry records,false,full CKAN metadata; field-level schema in datastore,true,true,CKAN datastore_search / SQL (JSON) + CSV dump,none; daily file refresh,CSV; PDF (instructions),true,false,false,false,accessible,data.gov.il terms,אחר (פתוח) / Other (Open),open_license,daily,"2026-07-09T01:15:28 (resource last_modified, verified via package_show)",native; includes English company names field,high,92,98,low,low (single 253MB CSV or datastore API),P0,daily CSV bulk download or incremental datastore_search; join with ica-changes for deltas,url_opened,"resource 'רשימת החברות' CSV 253.2MB, last_modified 2026-07-09; fields: registration number, name, English name, status, registration date, liquidation/dissolution data","Core entity-resolution backbone for a legal platform (company numbers = מספר ח.פ). package_show verified live 2026-07-11. | rag_permission detail: yes (metadata/registry data, open license)",not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-100,פרטי שינויים בחברות ושותפויות (ica-changes),Changes in Companies and Partnerships (Corporations Authority),https://data.gov.il/dataset/ica-changes,משרד המשפטים - רשות התאגידים,D-regulators,companies registry - change log,corporate; commercial; due-diligence,primary,true,open,allowed (CC-BY),unknown (recent change records),structured change records,false,CKAN metadata,true,true,CKAN datastore (JSON),none,CSV,true,false,false,false,accessible,data.gov.il terms,CC-BY (as shown in package_search result),open_license,"unknown (likely daily/weekly, auto-maintained)",unknown,native,high,85,95,low,low,P1,poll CKAN resource for company/partnership change deltas to keep entity graph fresh,partial,"slug ica-changes ('פרטי שינויים בחברות ושותפויות'), seen in package_search q=חברות (21 results total)",Companion delta feed to ica_companies. package_show not individually fetched (rate limit); metadata from live package_search response. | rag_permission detail: yes with attribution,not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-101,מאגר עמותות וחברות לתועלת הציבור (moj-amutot),Registry of Amutot (NPOs) and Public Benefit Companies,https://data.gov.il/dataset/moj-amutot,משרד המשפטים - רשם העמותות (Registrar of Associations),D-regulators,nonprofits registry,nonprofit; corporate; tax; due-diligence,primary,true,open,allowed (open license),full current registry; registration dates historical,structured registry records,false,"full CKAN metadata, verified via package_show",true,true,CKAN datastore (JSON) + CSV,none,CSV; PDF (instructions),true,false,false,false,accessible,data.gov.il terms,אחר (פתוח) / Other (Open),open_license,weekly,2026-06-27 (Registered Associations CSV ~48MB),native,high,90,97,low,low,P0,"weekly CSV bulk sync of 4 resources (registered amutot, legal entities, permanent status, public benefit companies)",url_opened,"Resources: Registered Associations CSV 48MB (2026-06-27), Permanent Valid Legal Status CSV 39.3MB, Public Benefit Org Records CSV 695KB",package_show verified live 2026-07-11. Key for nonprofit-law and 'ניהול תקין' due-diligence workflows. | rag_permission detail: yes,not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-102,דוח מכרזים - מינהל הרכש הממשלתי (tenders),Government Procurement Tenders Report (Government Procurement Administration),https://data.gov.il/dataset/tenders,משרד האוצר - מינהל הרכש הממשלתי,E-open-secondary,public procurement / tenders,public-procurement; administrative; commercial,primary,true,open,allowed (open license),unknown (multi-year tender reports),structured tender records,false,CKAN metadata,true,true,CKAN datastore (JSON),none,CSV,true,false,false,false,accessible,data.gov.il terms,אחר (פתוח) / Other (Open),open_license,unknown (periodic reports),unknown,native,high,80,92,low,low,P1,"periodic CSV sync; combine with sibling dataset 'exemptions' (דוח התקשרויות בפטור, same publisher, Other-Open license) for tender-exemption case work; richer live tender data available via BudgetKey search API (tenders doc-type)",partial,slugs 'tenders' (דוח מכרזים) and 'exemptions' (דוח התקשרויות בפטור) seen in live package_search q=מכרזים (6 results),Relevant to procurement-law practice (עתירות מכרזים). Metadata from live CKAN search response; package_show not individually fetched. | rag_permission detail: yes,not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-103,רשימת מומחים לבתי משפט (court_specialists),Court-Appointed Experts List,https://data.gov.il/dataset/court_specialists,הנהלת בתי המשפט / משרד המשפטים,E-open-secondary,judiciary reference data,civil-procedure; torts; family; evidence,primary,true,open,allowed (open license),current list,structured reference list,false,CKAN metadata,true,true,CKAN datastore (JSON),none,CSV,true,false,false,false,accessible,data.gov.il terms,אחר (פתוח) / Other (Open),open_license,unknown,unknown,native,high,78,90,low (contains personal names of experts - published officially),low,P2,periodic CSV sync as reference/lookup table (expert-witness selection features),partial,"top result of live package_search q=משפט; related: magistrate-court-list (בתי משפט השלום בחלוקה למחוזות), court-lost (מאגר בתי משפט ובתי דין לעבודה)","Several small judiciary reference datasets exist on data.gov.il (court lists by district, rabbinical courts list, rabbinical court fee tariffs #860). No full-text decisions from the judiciary on the portal. | rag_permission detail: yes",not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-104,טבלאות רשות האכיפה והגבייה (הוצאה לפועל),Enforcement and Collection Authority Statistical Tables (Hotzaa LaPoal),https://data.gov.il/dataset/tables,רשות האכיפה והגבייה (Enforcement and Collection Authority),D-regulators,debt enforcement statistics,debt-enforcement; insolvency; civil,secondary,true,open,allowed (CC-BY for 2017/2018 reports; 2016 unlicensed),annual reports 2016-2018+ statistical tables,statistical tables,false,CKAN metadata,true,true,CKAN datastore (JSON),none,CSV; XLSX,true,false,false,false,accessible,data.gov.il terms,"mixed: CC-BY (stat2017, stat2018), none (statreport2016-eca, tables)",open_license,"annual, appears stalled after 2018",unknown (2018 report era),native,medium (stale),55,88,low,low,P3,one-time load for enforcement-statistics context; not operational data,partial,"slugs: tables (טבלאות של רשות האכיפה והגבייה, CSV), stat2017 (23 CSV resources, CC-BY), stat2018, statreport2016-eca (24 XLSX)",Statistics only - no case-level Hotzaa LaPoal data is open. Seen in live package_search q='הוצאה לפועל' and q=קנסות. | rag_permission detail: yes for CC-BY items; caution on unlicensed,not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-105,רשימת חברות ממשלתיות ודירקטורים מכהנים (gsa),Government Companies and Serving Directors List,https://data.gov.il/dataset/gsa,רשות החברות הממשלתיות (Government Companies Authority),D-regulators,government companies registry,corporate; administrative; governance,primary,true,open,allowed (CC-BY),current list,structured registry records,false,CKAN metadata,true,true,CKAN datastore (JSON),none,CSV,true,false,false,false,accessible,data.gov.il terms,CC-BY (Creative Commons Attribution),open_license,unknown,unknown,native,high,78,90,low (director names are officially published),low,P2,periodic sync as entity-enrichment table,partial,"seen in live package_search q=חברות; slug gsa, id 6c44da0d-e499-4233-973a-e404c607fb86",Useful for conflict-of-interest checks and public-sector governance matters. | rag_permission detail: yes with attribution,not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-106,"API מדדי מחירים של הלמ""ס (api.cbs.gov.il)",CBS (Central Bureau of Statistics) Price Index & Series API,https://api.cbs.gov.il/index/data/price?id=120010&format=json,הלשכה המרכזית לסטטיסטיקה (CBS),E-open-secondary,"statistics - price indices (CPI/מדד), linkage calculator, data series",damages; contracts; linkage-calculations; family-support; labor,primary,true,open,allowed (CBS terms of use),CPI series back to 1951; other indices per series,time series; index values; linkage calculator results,false,"catalog endpoints (api.cbs.gov.il/Index/Catalog/Catalog, /index/catalog/TreeCalc)",true,true,"REST (JSON/XML/CSV/XLS); endpoints: /index/data/price, /index/data/calculator/{id}, /series/data",none (monthly index publication),JSON; XML; CSV; XLS,true,false,false,false,api.cbs.gov.il robots.txt fetch timed out from our cloud env (ConnectTimeout) - possible geo/network filtering,CBS API terms on cbs.gov.il API pages,open government data; attribution to CBS expected,open_license,monthly (CPI published 15th of each month),unknown (endpoint not directly opened from this environment),"native, English metadata also available",high,85,98,low,low-medium (may need IL egress; series-ID discovery via catalog),P0,monthly pull of CPI and key indices (id=120010 CPI general) for הצמדה/interest calculators in the platform,search_result_only,"documented endpoints indexed by Google: api.cbs.gov.il/index/data/price?id=120010&format=xml, /Index/Catalog/Catalog, /index/catalog/TreeCalc, /index/data/price_selected; docs: cbs.gov.il 'מדדי מחירים באמצעות API' and en 'API interface' pages",Critical for legal damage/linkage computations. Both WebFetch (robots ConnectTimeout) and proxied curl (403 CONNECT) failed from this cloud environment on 2026-07-11; endpoints confirmed via CBS documentation pages and indexed API URLs. | rag_permission detail: yes (numeric data),not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-107,API ציבורי של בנק ישראל - שערי חליפין וריבית,"Bank of Israel Public API (exchange rates, interest) + SDMX statistics",https://boi.org.il/PublicApi/GetExchangeRates,בנק ישראל (Bank of Israel),E-open-secondary,"central bank data - FX rates, BOI interest rate",contracts; damages; banking; insolvency-interest; international-trade,primary,true,open,allowed (public central-bank data),representative FX rates historical series decades back (via SDMX/statistics); PublicApi returns current rates,time series; current rates JSON,false,SDMX structure metadata at edge.boi.gov.il (dataflows); PublicApi is minimal JSON,false,true,REST JSON (PublicApi) + SDMX 2.1/3.0 (edge.boi.gov.il FusionEdgeServer),none,JSON; SDMX-XML; CSV,true,false,false,false,boi.org.il/PublicApi fetchable; edge.boi.gov.il robots fetch timed out from this env,BOI site terms,"open public data, attribution to Bank of Israel",open_license,"daily (business days, rates set ~15:15 IL time)",2026-07-10T09:19:03Z (lastUpdate field in live response),n/a (numeric; bilingual docs),high,92,100,low,low,P0,daily GetExchangeRates poll + SDMX historical backfill for FX/interest series used in judgment-linkage and contract calculations,url_opened,"Live JSON verified 2026-07-11: exchangeRates array, 14 currencies (USD, EUR, GBP, JPY...), fields key/currentExchangeRate/currentChange/unit/lastUpdate=2026-07-10",PublicApi confirmed live. SDMX endpoint (edge.boi.gov.il/FusionEdgeServer/sdmx) not directly opened from this env (robots ConnectTimeout) - mark for re-verification from production egress. | rag_permission detail: yes (numeric data),not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-108,מפתח התקציב - BudgetKey API (next.obudget.org),BudgetKey Open Budget API (obudget),https://next.obudget.org/api/query,"הסדנא לידע ציבורי (HaSadna - Public Knowledge Workshop), NGO",E-open-secondary,"budget, procurement, government spending, entities",public-procurement; administrative; nonprofit-funding; corporate,secondary,false,open,allowed (open-source project; underlying gov data open),"national budget multi-year, contracts/supports/tenders aggregated from government sources; years vary",structured records; full-text search index of tenders/supports/gov decisions,true,table schemas via SimpleDB API; documented in GitHub,true,true,"REST: /api/query (read-only SQL over PostgreSQL, max 1000 rows/page), /search/<doc-type> (Elasticsearch), SimpleDB API",none,JSON; CSV (via /api/download),true,false,false,false,next.obudget.org robots.txt disallows crawler access to /api paths (our fetcher refused: 'URL is disallowed by robots.txt') - programmatic API use is nonetheless the documented intent,open-source project (MIT-family licenses on repos); no formal API ToS,code MIT; data is aggregated open government data,open_license,continuous pipelines (budgetkey-data-pipelines),unknown,native,"medium-high (NGO-maintained, long-running since ~2016)",75,70,low,low (SQL over HTTP),P1,"use /search doc-types tenders, entities, supports, gov_decisions, calls_for_bids for procurement/funding intelligence; /api/query for structured pulls",partial,"Official docs fetched live from raw.githubusercontent.com (OpenBudget/BudgetKey/master/documentation/UsingTheAPI.md): GET /api/query?query=SELECT... (cached 1h), /search/{budget|tenders|entities|supports|gov_decisions|calls_for_bids|muni_budgets|...}","API endpoint itself blocked to our robots-respecting fetcher, but full current API documentation retrieved live 2026-07-11 confirming endpoints and 16 search doc-types. 'entities' doc-type mirrors companies/amutot registries - useful unified entity search. | rag_permission detail: yes",not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-109,פרויקט knesset-data של הסדנא לידע ציבורי (GitHub),hasadna/knesset-data - Knesset data tools and pipelines (GitHub),https://github.com/hasadna/knesset-data,"הסדנא לידע ציבורי (HaSadna), NGO",B-legislation,open-source tooling / mirrors for Knesset OData,legislation; legislative-history,secondary,false,open,allowed (MIT),datapackage dumps of Knesset data; core repo last release v1.3.0 (2017-01-15),code; datapackages; documentation of Knesset API,false,repo docs describe Knesset OData entities,true,false,"n/a (libraries: knesset-data-python, knesset-data-datapackage, knesset-data-django; see also hasadna/knesset-data-pipelines for maintained pipelines)",GitHub releases/commits,Python; datapackage (CSV/JSON),true,false,false,false,github.com accessible,GitHub ToS,MIT,open_license,core repo inactive since ~2017; pipelines repo more recent,v1.3.0 2017-01-15 (core repo),"docs mostly English, data Hebrew",medium (community-maintained),60,55,low,medium,P2,use as reference implementation + fallback mirror when Knesset OData geo-blocks cloud IPs; prefer knesset-data-pipelines outputs,url_opened,"Repo page fetched live 2026-07-11: MIT license, 146 commits, sub-projects knesset-data-datapackage / knesset-data-python / knesset-data-django",Not a data source per se but the standard community toolchain for the Knesset OData service; documents entity semantics that Knesset itself under-documents. | rag_permission detail: yes,not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-110,מאגר פסקי דין של בית המשפט העליון (HuggingFace - LevMuchnik),Supreme Court of Israel dataset (HuggingFace: LevMuchnik/SupremeCourtOfIsrael),https://huggingface.co/datasets/LevMuchnik/SupremeCourtOfIsrael,"Prof. Lev Muchnik (HUJI) & Dr. Inbal Yahav Shenberger (TAU), academic",E-open-secondary,legal NLP corpus - Supreme Court verdicts full text,case-law; constitutional; civil; criminal; administrative; nlp-training,secondary,false,open,restricted by OpenRAIL use-based restrictions - review before commercial RAG use,"Supreme Court verdicts/decisions through 2022 (snapshot 2023-04-22), ~751,194 documents","full-text judgments; rich case metadata (judges, parties, dates, verdict types)",true,per-document structured metadata preserved,false,true,HuggingFace datasets API / parquet files,none (static snapshot),Parquet,true,false,false,false,huggingface.co accessible,HF dataset card terms,OpenRAIL,unknown,static (2023 snapshot; no updates observed),2023-04-22 snapshot,"native Hebrew (few English docs), formatting preserved",high (static archive),80,65,medium (party names/privacy; OpenRAIL restrictions),"low (parquet, 5.31GB total / 2.68GB text)",P1,bulk parquet ingest for historical Supreme Court RAG corpus + NLP training; supplement with live judiciary sources for post-2022,url_opened,"Dataset card fetched live 2026-07-11: 751,194 documents, 5.31GB, OpenRAIL, supported by Israel Innovation Authority","Largest ready-made Israeli case-law NLP corpus found. HuggingFace API search for 'israel court'/'hebrew legal' returned empty arrays (search API matches names only), located via direct dataset ID. | rag_permission detail: likely yes with OpenRAIL conditions; underlying judgments are public court records - verify license terms for commercial deployment",not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-111,תקן בנקאות פתוחה בישראל (Open Banking IL),Israel Open Banking Standard (Bank of Israel Banking Supervision),https://www.boi.org.il/roles/supervisionregulation/bank-sup/open-banking/open_banking_standart/,בנק ישראל - הפיקוח על הבנקים,D-regulators,regulatory standard (API standard for account information/payment initiation),banking; fintech-regulation; privacy; financial-information-services-law,primary,true,"open (standard documents public; the APIs themselves are bank-customer consented, not open data)",standard docs freely readable; API access requires licensed provider status,standard versions since ~2020 (NextGenPSD2-based),regulatory standard documents; API specifications,true,document-level only,true,false,n/a for registry purposes (specifies bank APIs per חוק שירות מידע פיננסי; not a public data API),none,HTML; PDF,false,false,false,false,unknown (page not directly fetched),BOI site terms,official regulatory publication,open_license,occasional standard updates,unknown,native,high,70,95,low,low (document ingestion only),Research-only,ingest standard documents as regulatory reference material for fintech/banking practice; NOT a data feed - open-banking APIs expose customer data to licensed providers only,search_result_only,"BOI 'תקנים והסברים בבנקאות פתוחה' page; bank implementations e.g. openbanking.co.il (Discount), leumiopenbanking.co.il","Included per brief for relevance note only: legally relevant as regulated subject matter (Financial Information Service Law 2021), not as an ingestible open dataset. | rag_permission detail: yes (regulatory documents)",not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-112,GovMap - ממשק API מפות ממשלתי,GovMap National Mapping API (govmap.gov.il),https://www.govmap.gov.il/sites/api_examples.html,המרכז למיפוי ישראל (Survey of Israel) / מערך הדיגיטל,E-open-secondary,"geospatial - cadastre (גוש/חלקה), addresses, planning layers",real-estate; planning-and-building; land-registration,primary,true,open (JS API with token for embedding; some layers open),per GovMap terms; token registration,current cadastral/planning layers,geospatial layers; geocoding; parcel lookup,false,layer catalog,true,true,"JavaScript API + REST services (search/geocode, gush/helka lookup)",none,JSON; map tiles,false,true,false,false,unknown (not directly fetched),GovMap API terms; token required for JS API,"government data, terms-bound",unknown,continuous,unknown,native,high,70,92,low,medium,P3,on-demand parcel (גוש/חלקה) and address lookups for real-estate matters; not bulk-ingested,search_result_only,api_examples.html page indexed; used widely by planning/real-estate tools,"Surfaced while verifying api.gov.il. No general-purpose 'api.gov.il' developer gateway was verifiable: gov.il/he/departments/topics/api_gov returned an empty shell page 2026-07-11 - central e-gov API portal status = unknown; per-service APIs (data.gov.il, GovMap, CBS, BOI) are the practical reality. | rag_permission detail: metadata/lookup use likely fine; verify terms",not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-113,"מאגרי בתי הדין הרבניים בפורטל הנתונים (תעריפי אגרות, פסקי דין לפי שנים)","Rabbinical Courts open datasets (fees tariffs, divorce judgments statistics)",https://data.gov.il/dataset/860,הנהלת בתי הדין הרבניים,E-open-secondary,religious courts - fees and case statistics,family; divorce; religious-courts; court-fees,primary,true,open,check per dataset (some unlicensed),annual statistics by year (divorce judgments); current fee tariffs,statistical tables; fee schedules,false,CKAN metadata,true,true,CKAN datastore (JSON),none,CSV; XLSX,true,false,false,false,accessible,data.gov.il terms,mixed: dataset 862 (פסקי דין לגירושין לפי שנים) shows no license; 860 (תעריפי אגרות) not stated,unknown,"annual, manual",unknown,native,medium,60,88,low,low,P3,one-time/annual load; fee tariffs useful for cost calculators in family-law matters,partial,"slugs seen in live package_search: 860 (תעריפי אגרות של בתי הדין הרבניים), 861 (רשימת בתי דין), 862 (פסקי דין לגירושין לפי שנים)",Statistics and reference data only - actual rabbinical court decisions are not on data.gov.il. | rag_permission detail: caution on unlicensed items; factual data low risk,not integrated,LawME (founder),opendata-apis.json,2026-07-11
LSR-114,הנחיות היועצת המשפטית לממשלה,Attorney General Guidelines Database,https://www.gov.il/he/departments/dynamiccollectors/legal-advisor-guidelines,Ministry of Justice / Attorney General (gov.il),D-regulators,attorney-general-guidance,constitutional; administrative; criminal; all-government-legal-policy,primary,true,free,false,Guidelines from 1968 onward (renumbered series); consolidated current versions,guidelines; legal opinions,true,"good (number, date, topic filters)",true,false,none,none,HTML; PDF; DOCX,false,false,false,none observed,gov.il WAF blocks non-browser agents (HTTP 403) on many paths; robots.txt not the binding constraint,"State of Israel copyright; free to view, reuse terms not explicitly licensed",proprietary-government,unknown,irregular (several updates per year),unknown (403 blocked),native,high,85,100,low,high,P0,Headless browser or gov.il dynamic-collector JSON endpoint; PDFs from gov.il BlobFolder,partial,Guideline 1.0000 series; PDF files under www.gov.il/BlobFolder/dynamiccollectorresultitem/,"Direct fetch returned HTTP 403 twice (WAF). URL confirmed via multiple search results (July 2026). Alternative rfa.justice.gov.il SearchPredefinedApi (JSON API used by old justice.gov.il) did not resolve from this environment. gov.il WAF (F5/Akamai-type) returns 403 to non-browser fetchers on many paths (esp. /dynamiccollectors/); content is JS-rendered SPA. Browser or headless-browser ingestion required, or the underlying gov.il JSON API used by the SPA.",not integrated,LawME (founder),regulators.json,2026-07-11
LSR-115,הנחיות פרקליט המדינה,State Attorney Guidelines Database,https://www.gov.il/he/Departments/DynamicCollectors/guidelines-state-attorney,"State Attorney's Office, Ministry of Justice (gov.il)",D-regulators,state-attorney-guidance,criminal; criminal-procedure; prosecution-policy,primary,true,free,false,Current consolidated guidelines (series 1-16); older versions partially available,guidelines,true,"good (guideline number, subject filters)",true,false,none,none,PDF,false,false,false,none observed,gov.il WAF blocks non-browser agents (HTTP 403) on many paths; robots.txt not the binding constraint,"State of Israel copyright; free to view, reuse terms not explicitly licensed",proprietary-government,unknown,irregular (updated on amendment),2025 (guideline 1.20 PDF path dated 2025),native,high,85,100,low,high,P0,Headless browser / collector JSON; PDFs at gov.il/BlobFolder (e.g. files_1.20.pdf),partial,Guideline 1.20 PDF: https://www.gov.il/BlobFolder/dynamiccollectorresultitem/_2025news_120/he/files_1.20.pdf,"Direct fetch returned HTTP 403 (WAF); URL and example PDFs confirmed via search. A 2019 XLSX index exists on odata.org.il (community mirror of data.gov.il). gov.il WAF (F5/Akamai-type) returns 403 to non-browser fetchers on many paths (esp. /dynamiccollectors/); content is JS-rendered SPA. Browser or headless-browser ingestion required, or the underlying gov.il JSON API used by the SPA.",not integrated,LawME (founder),regulators.json,2026-07-11
LSR-116,"הרשות להגנת הפרטיות - הנחיות, מדיניות ואכיפה","Privacy Protection Authority - Guidelines, Policy and Enforcement",https://www.gov.il/he/departments/the_privacy_protection_authority/govil-landing-page,"Privacy Protection Authority, Ministry of Justice (gov.il)",D-regulators,privacy-data-protection,privacy; data-protection; cyber,primary,true,free,false,Registrar/PPA guidelines from ~2009 onward; enforcement summaries ~2012 onward,guidelines; enforcement decisions; opinions; public consultations,true,good on collector pages,true,false,none,none,HTML; PDF,false,false,false,none observed,gov.il WAF blocks non-browser agents (HTTP 403) on many paths; robots.txt not the binding constraint,"State of Israel copyright; free to view, reuse terms not explicitly licensed",proprietary-government,unknown,"monthly-ish (active regulator, esp. post-Amendment 13, 2025)",unknown,native,high,85,95,low,high,P0,Headless browser over gov.il policies/dynamiccollectors filtered to PPA office; PDFs from BlobFolder,url_opened,Guidelines topic page: https://www.gov.il/he/departments/topics/guidelines_of_databases_registrar; database registry dataset: https://data.gov.il/dataset/pinkas,"Landing page and guidelines topic page returned HTTP 200 but content is JS-rendered (empty HTML shell to fetchers). Registry of databases (pinkas) available as open dataset on data.gov.il. gov.il WAF (F5/Akamai-type) returns 403 to non-browser fetchers on many paths (esp. /dynamiccollectors/); content is JS-rendered SPA. Browser or headless-browser ingestion required, or the underlying gov.il JSON API used by the SPA.",not integrated,LawME (founder),regulators.json,2026-07-11
LSR-117,רשות התחרות - מאגר החלטות הממונה,Israel Competition Authority - Director General Decisions Database,https://www.gov.il/he/departments/topics/subjectdecisions,Israel Competition Authority (gov.il),D-regulators,competition-antitrust,competition; antitrust; mergers,primary,true,free,false,Decisions database reaching back to 1990s (legacy antitrust authority decisions migrated),decisions; exemption decisions; block exemptions; opinions; consent decrees,true,"good (decision type, year, section filters)",true,false,none,none,HTML; PDF,false,false,false,none observed,gov.il WAF blocks non-browser agents (HTTP 403) on many paths; robots.txt not the binding constraint,"State of Israel copyright; free to view, reuse terms not explicitly licensed",proprietary-government,unknown,weekly-monthly,2024 (food-sector block exemption decision observed),native,high,85,95,low,high,P0,Headless browser over gov.il decisions collector; individual decisions at www.gov.il/he/pages/<id>,url_opened,e.g. conditional exemption decision: https://www.gov.il/he/pages/decisions2022-037548,"Topic page returned HTTP 200 (JS shell); authority landing page returned 403 on one attempt. Individual decision pages confirmed via search. gov.il WAF (F5/Akamai-type) returns 403 to non-browser fetchers on many paths (esp. /dynamiccollectors/); content is JS-rendered SPA. Browser or headless-browser ingestion required, or the underlying gov.il JSON API used by the SPA.",not integrated,LawME (founder),regulators.json,2026-07-11
LSR-118,"רשות המסים - חוזרים מקצועיים, הוראות ביצוע והחלטות מיסוי","Israel Tax Authority - Professional Circulars, Execution Instructions and Tax Rulings",https://www.gov.il/he/service/preliminary-taxation-decisions,Israel Tax Authority (gov.il),D-regulators,tax,tax; income-tax; VAT; real-estate-tax; customs,primary,true,free,false,Circulars and ruling summaries roughly from early 2000s onward; rulings published as anonymized extracts since 2008,circulars; execution instructions; tax rulings (summaries); professional guidance,true,basic-good,true,false,none,none,PDF; HTML,false,false,false,none observed,gov.il WAF blocks non-browser agents (HTTP 403) on many paths; robots.txt not the binding constraint,"State of Israel copyright; free to view, reuse terms not explicitly licensed",proprietary-government,unknown,monthly,2025 (annual report services for tax year 2025),native,high,80,95,low,high,P0,Headless browser over gov.il policies collector filtered to Tax Authority office + rulings search service; PDF extraction,partial,Ruling extracts finder: https://www.gov.il/he/service/finding-extract-from-preliminary-taxation-decision; income tax circular 16/2018 (PDF mirrored widely),"gov.il service pages returned 403; legacy taxes.gov.il timed out (redirects to gov.il). URLs confirmed via search results. Rulings are published as anonymized summaries only. gov.il WAF (F5/Akamai-type) returns 403 to non-browser fetchers on many paths (esp. /dynamiccollectors/); content is JS-rendered SPA. Browser or headless-browser ingestion required, or the underlying gov.il JSON API used by the SPA.",not integrated,LawME (founder),regulators.json,2026-07-11
LSR-119,"המוסד לביטוח לאומי - חוקים, תקנות, חוזרים וזכויות","National Insurance Institute - Laws, Regulations, Circulars and Rights Information",https://www.btl.gov.il/Pages/default.aspx,National Insurance Institute (btl.gov.il),D-regulators,social-security,social-security; labor; disability; pensions,primary,true,free,false,Current consolidated law and regulations; circulars archive spanning multiple years,circulars; regulations; rights information; medical impairment book (ספר הליקויים),true,basic,true,false,none,none,HTML; PDF,false,false,false,none observed,fetch succeeded with generic agent; no blocking observed,"State of Israel copyright; free to view, reuse terms not explicitly licensed",proprietary-government,unknown,monthly,2026-07 (live homepage),native,high,85,95,low,medium,P1,"Standard crawler (site served server-side, SharePoint-based); PDF+HTML extraction; multilingual (he/ar/ru/en/fr/am)",url_opened,חוק הביטוח הלאומי consolidated text; חוזרים ונהלים section,"Homepage fetched successfully; confirms sections for laws, circulars (חוזרים ונהלים), regulations and rights by life event. Older SharePoint URLs may change; verify deep links at ingestion time.",not integrated,LawME (founder),regulators.json,2026-07-11
LSR-120,"רשות שוק ההון, ביטוח וחיסכון - חוזרים והסדרה","Capital Market, Insurance and Savings Authority - Circulars and Regulation",https://www.gov.il/he/departments/policies/hozrim,"Capital Market, Insurance and Savings Authority (gov.il)",D-regulators,financial-regulation-insurance-pensions,insurance; pensions; provident-funds; financial-services,primary,true,free,false,Commissioner circulars from ~2000s onward incl. legacy Ministry of Finance CMA circulars,circulars; consolidated circular (החוזר המאוחד); draft circulars; positions,true,good (circular number scheme YYYY-N-N),true,false,none,none,PDF; HTML,false,false,false,none observed,gov.il WAF blocks non-browser agents (HTTP 403) on many paths; robots.txt not the binding constraint,"State of Israel copyright; free to view, reuse terms not explicitly licensed",proprietary-government,unknown,weekly-monthly,2023 circular observed via search; likely current,native,high,80,95,low,high,P1,Headless browser over gov.il policies collector filtered to CMA office (officeId=809fb74a-67c7-4c4b-a8ad-86dd24786117),partial,Circulars page: gov.il/he/pages/circulars_001; institutional bodies circular 2023-9-7,"Direct fetch of circulars page returned 403; URLs confirmed via search. CMA also has organization page on data.gov.il (https://data.gov.il/he/organizations/cma) with datasets (e.g. insurance registers). gov.il WAF (F5/Akamai-type) returns 403 to non-browser fetchers on many paths (esp. /dynamiccollectors/); content is JS-rendered SPA. Browser or headless-browser ingestion required, or the underlying gov.il JSON API used by the SPA.",not integrated,LawME (founder),regulators.json,2026-07-11
